"timestamp","source","message"
"2022-11-17T14:09:08.462Z","dvllkbw16b","[TASK] [251170] [Get documents] Elapsed time: 101 ms (slow task) for 4 docs"
"2022-11-17T14:09:22.220Z","dvllkbw16b","[TASK] [251197] [Get documents] Elapsed time: 209 ms (slow task) for 4 docs"
"2022-11-17T14:09:19.735Z","dvllkbw16b","[TASK] [251192] [Get documents] Elapsed time: 344 ms (slow task) for 4 docs"
"2022-11-17T14:08:43.429Z","dvllkbw16b","[TASK] [251120] [Get documents] Elapsed time: 336 ms (slow task) for 4 docs"
"2022-11-17T14:08:31.648Z","dvllkbw16b","[TASK] [251097] [Get documents] Elapsed time: 172 ms (slow task) for 4 docs"
"2022-11-17T14:08:32.215Z","dvllkbw16b","[TASK] [251098] [Get documents] Elapsed time: 238 ms (slow task) for 4 docs"
"2022-11-17T14:09:41.299Z","dvllkbw16b","[TASK] [251235] [Get documents] Elapsed time: 267 ms (slow task) for 4 docs"
"2022-11-17T14:09:31.703Z","dvllkbw16b","[TASK] [251216] [Get documents] Elapsed time: 226 ms (slow task) for 4 docs"
"2022-11-17T14:08:03.117Z","dvllkbw16b","[TASK] [251040] [Get documents] Elapsed time: 268 ms (slow task) for 4 docs"
"2022-11-17T14:05:50.722Z","dvllkbw16b","[TASK] [250777] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:48.721Z","dvllkbw16b","[TASK] [250773] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:49.221Z","dvllkbw16b","[TASK] [250774] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:49.721Z","dvllkbw16b","[TASK] [250775] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:50.231Z","dvllkbw16b","[TASK] [250776] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:51.221Z","dvllkbw16b","[TASK] [250778] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:51.721Z","dvllkbw16b","[TASK] [250779] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:53.734Z","dvllkbw16b","[EVENT] [serverDescriptionChanged] [dvllmg01b] RSSecondary"
"2022-11-17T14:05:53.737Z","dvllkbw16b","[EVENT] [serverDescriptionChanged] [dvllmg01c] RSSecondary"
"2022-11-17T14:06:23.222Z","dvllkbw16b","[WARN] MongoDB had a server selection error but is now connected"
"2022-11-17T14:07:11.354Z","dvllkbw16b","[TASK] [250937] [Get documents] Elapsed time: 103 ms (slow task) for 4 docs"
"2022-11-17T14:05:43.249Z","dvllkbw16b","[EVENT] [serverDescriptionChanged] [dvllmg01c] RSSecondary"
"2022-11-17T14:05:43.249Z","dvllkbw16b","[EVENT] [topologyDescriptionChanged] ReplicaSetWithPrimary"
"2022-11-17T14:05:43.713Z","dvllkbw16b","[TASK] [250763] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:44.213Z","dvllkbw16b","[TASK] [250764] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:46.217Z","dvllkbw16b","[TASK] [250768] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:46.718Z","dvllkbw16b","[TASK] [250769] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:44.714Z","dvllkbw16b","[TASK] [250765] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:52.221Z","dvllkbw16b","[TASK] [250780] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:52.722Z","dvllkbw16b","[TASK] [250781] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:55.226Z","dvllkbw16b","[TASK] [250786] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:56.227Z","dvllkbw16b","[TASK] [250788] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:56.728Z","dvllkbw16b","[TASK] [250789] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:54.224Z","dvllkbw16b","[TASK] [250784] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:54.725Z","dvllkbw16b","[TASK] [250785] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:55.726Z","dvllkbw16b","[TASK] [250787] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:57.229Z","dvllkbw16b","[TASK] [250790] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:45.716Z","dvllkbw16b","[TASK] [250767] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:45.215Z","dvllkbw16b","[TASK] [250766] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:48.221Z","dvllkbw16b","[TASK] [250772] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:47.270Z","dvllkbw16b","[TASK] [250770] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:47.720Z","dvllkbw16b","[TASK] [250771] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:59.733Z","dvllkbw16b","[TASK] [250795] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:58.821Z","dvllkbw16b","[TASK] [250793] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:59.232Z","dvllkbw16b","[TASK] [250794] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:00.234Z","dvllkbw16b","[TASK] [250796] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:00.735Z","dvllkbw16b","[TASK] [250797] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:01.235Z","dvllkbw16b","[TASK] [250798] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:01.735Z","dvllkbw16b","[TASK] [250799] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:04.771Z","dvllkbw16b","[TASK] [250805] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:57.832Z","dvllkbw16b","[TASK] [250791] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:58.231Z","dvllkbw16b","[TASK] [250792] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:03.235Z","dvllkbw16b","[TASK] [250802] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:03.735Z","dvllkbw16b","[TASK] [250803] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:53.223Z","dvllkbw16b","[TASK] [250782] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:53.723Z","dvllkbw16b","[TASK] [250783] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:05:53.735Z","dvllkbw16b","[EVENT] [topologyDescriptionChanged] ReplicaSetNoPrimary"
"2022-11-17T14:05:53.737Z","dvllkbw16b","[EVENT] [topologyDescriptionChanged] ReplicaSetNoPrimary"
"2022-11-17T14:06:02.735Z","dvllkbw16b","[TASK] [250801] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:02.235Z","dvllkbw16b","[TASK] [250800] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:04:46.606Z","dvllkbw16b","[TASK] [250649] [Get documents] Elapsed time: 214 ms (slow task) for 4 docs"
"2022-11-17T14:06:12.784Z","dvllkbw16b","[TASK] [250821] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:13.284Z","dvllkbw16b","[TASK] [250822] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:13.714Z","dvllkbw16b","[ERROR] [TASK] [250763] [Get documents] execution failed: not primary and secondaryOk=false"
"2022-11-17T14:06:13.785Z","dvllkbw16b","[TASK] [250823] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:14.215Z","dvllkbw16b","[ERROR] [TASK] [250764] [Get documents] execution failed: not primary and secondaryOk=false"
"2022-11-17T14:06:14.285Z","dvllkbw16b","[TASK] [250824] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:14.714Z","dvllkbw16b","[ERROR] [TASK] [250765] [Get documents] execution failed: not primary and secondaryOk=false"
"2022-11-17T14:06:14.786Z","dvllkbw16b","[TASK] [250825] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:15.217Z","dvllkbw16b","[ERROR] [TASK] [250766] [Get documents] execution failed: not primary and secondaryOk=false"
"2022-11-17T14:06:15.286Z","dvllkbw16b","[TASK] [250826] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:16.786Z","dvllkbw16b","[TASK] [250829] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:17.220Z","dvllkbw16b","[ERROR] [TASK] [250770] [Get documents] execution failed: not primary and secondaryOk=false"
"2022-11-17T14:06:18.222Z","dvllkbw16b","[ERROR] [TASK] [250772] [Get documents] execution failed: not primary and secondaryOk=false"
"2022-11-17T14:06:18.749Z","dvllkbw16b","[EVENT] [serverClosed] [dvllmg01b]"
"2022-11-17T14:06:18.750Z","dvllkbw16b","[EVENT] [topologyClosed]"
"2022-11-17T14:06:18.751Z","dvllkbw16b","[INFO] MongoDB client was successfully disconnected"
"2022-11-17T14:06:17.286Z","dvllkbw16b","[TASK] [250830] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:17.721Z","dvllkbw16b","[ERROR] [TASK] [250771] [Get documents] execution failed: not primary and secondaryOk=false"
"2022-11-17T14:06:17.786Z","dvllkbw16b","[TASK] [250831] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:18.287Z","dvllkbw16b","[TASK] [250832] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:18.714Z","dvllkbw16b","[WARN] MongoDB had a server selection error and is still disconnected after 5s. We're closing the connection to force a full reconnect."
"2022-11-17T14:06:18.750Z","dvllkbw16b","[EVENT] [serverClosed] [dvllmg01a]"
"2022-11-17T14:06:18.750Z","dvllkbw16b","[EVENT] [serverClosed] [dvllmg01c]"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250775] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250783] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250784] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250778] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250779] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250780] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250781] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250798] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250799] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250800] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250802] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250807] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250808] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250809] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250810] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250811] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250812] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250819] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250820] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250821] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250822] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250823] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250824] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250825] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250826] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250827] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250828] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250829] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250830] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.812Z","dvllkbw16b","[ERROR] [TASK] [250831] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.812Z","dvllkbw16b","[ERROR] [TASK] [250832] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.812Z","dvllkbw16b","[WARN] [TASK] [250833] [Get documents] Execution is suspended while forcing a reconnect"
"2022-11-17T14:06:18.821Z","dvllkbw16b","[EVENT] [serverOpening] [dvllmg01b]"
"2022-11-17T14:06:18.822Z","dvllkbw16b","[EVENT] [serverOpening] [dvllmg01a]"
"2022-11-17T14:06:18.822Z","dvllkbw16b","[EVENT] [serverOpening] [dvllmg01c]"
"2022-11-17T14:06:18.823Z","dvllkbw16b","[EVENT] [serverClosed] [dvllmg01b]"
"2022-11-17T14:06:18.823Z","dvllkbw16b","[EVENT] [topologyDescriptionChanged] ReplicaSetNoPrimary"
"2022-11-17T14:06:18.877Z","dvllkbw16b","[EVENT] [serverClosed] [dvllmg01a]"
"2022-11-17T14:06:18.877Z","dvllkbw16b","[EVENT] [serverClosed] [dvllmg01c]"
"2022-11-17T14:06:18.877Z","dvllkbw16b","[EVENT] [topologyDescriptionChanged] ReplicaSetNoPrimary"
"2022-11-17T14:06:18.883Z","dvllkbw16b","[EVENT] [serverDescriptionChanged] [dvllmg01b] Unknown --> RSSecondary"
"2022-11-17T14:06:18.883Z","dvllkbw16b","[EVENT] [topologyDescriptionChanged] ReplicaSetNoPrimary"
"2022-11-17T14:06:18.883Z","dvllkbw16b","[EVENT] [serverDescriptionChanged] [dvllmg01a] Unknown --> RSPrimary"
"2022-11-17T14:06:18.883Z","dvllkbw16b","[INFO] new primary is dvllmg01a (Old was dvllmg01b)"
"2022-11-17T14:06:19.215Z","dvllkbw16b","[WARN] MongoDB had a server selection error but is now connected"
"2022-11-17T14:06:19.312Z","dvllkbw16b","[TASK] [250834] [Get documents] Issued 70 tasks while MongoDB was not connected"
"2022-11-17T14:06:19.714Z","dvllkbw16b","[WARN] MongoDB had a server selection error but is now connected"
"2022-11-17T14:06:20.717Z","dvllkbw16b","[WARN] MongoDB had a server selection error but is now connected"
"2022-11-17T14:06:18.807Z","dvllkbw16b","[EVENT] [topologyOpening]"
"2022-11-17T14:06:18.808Z","dvllkbw16b","[EVENT] [topologyDescriptionChanged] Unknown --> ReplicaSetNoPrimary"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250773] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250774] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.808Z","dvllkbw16b","[EVENT] [serverOpening] [dvllmg01a]"
"2022-11-17T14:06:18.809Z","dvllkbw16b","[EVENT] [serverOpening] [dvllmg01b]"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[EVENT] [serverOpening] [dvllmg01c]"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250776] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250777] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250782] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250785] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250786] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250787] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250788] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250789] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250791] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250792] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.810Z","dvllkbw16b","[ERROR] [TASK] [250790] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250793] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250794] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250795] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250796] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250797] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250801] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250803] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250804] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250805] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250806] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250813] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250814] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250815] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250816] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250817] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.811Z","dvllkbw16b","[ERROR] [TASK] [250818] [Get documents] execution failed: Topology is closed"
"2022-11-17T14:06:18.882Z","dvllkbw16b","[EVENT] [serverDescriptionChanged] [dvllmg01c] Unknown --> RSSecondary"
"2022-11-17T14:06:18.882Z","dvllkbw16b","[EVENT] [topologyDescriptionChanged] ReplicaSetNoPrimary"
"2022-11-17T14:06:18.883Z","dvllkbw16b","[EVENT] [topologyDescriptionChanged] ReplicaSetNoPrimary --> ReplicaSetWithPrimary"
"2022-11-17T14:06:18.883Z","dvllkbw16b","[INFO] Connected to MongoDB server"
"2022-11-17T14:06:18.883Z","dvllkbw16b","[INFO] Reconnecting to MongoDB server, after 35207 ms"
"2022-11-17T14:06:18.896Z","dvllkbw16b","[INFO] MongoDB client was successfully reconnected"
"2022-11-17T14:06:19.323Z","dvllkbw16b","[TASK] [250834] [Get documents] First time to execute after disconnection: 35647 ms"
"2022-11-17T14:06:20.218Z","dvllkbw16b","[WARN] MongoDB had a server selection error but is now connected"
"2022-11-17T14:06:21.718Z","dvllkbw16b","[WARN] MongoDB had a server selection error but is now connected"
"2022-11-17T14:06:21.219Z","dvllkbw16b","[WARN] MongoDB had a server selection error but is now connected"
"2022-11-17T14:06:06.273Z","dvllkbw16b","[TASK] [250808] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:06.774Z","dvllkbw16b","[TASK] [250809] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:09.279Z","dvllkbw16b","[TASK] [250814] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:10.281Z","dvllkbw16b","[TASK] [250816] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:08.778Z","dvllkbw16b","[TASK] [250813] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:09.780Z","dvllkbw16b","[TASK] [250815] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:10.782Z","dvllkbw16b","[TASK] [250817] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:11.282Z","dvllkbw16b","[TASK] [250818] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:04.270Z","dvllkbw16b","[TASK] [250804] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:05.272Z","dvllkbw16b","[TASK] [250806] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:05.772Z","dvllkbw16b","[TASK] [250807] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:07.275Z","dvllkbw16b","[TASK] [250810] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:07.776Z","dvllkbw16b","[TASK] [250811] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:08.277Z","dvllkbw16b","[TASK] [250812] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:15.717Z","dvllkbw16b","[ERROR] [TASK] [250767] [Get documents] execution failed: not primary and secondaryOk=false"
"2022-11-17T14:06:15.786Z","dvllkbw16b","[TASK] [250827] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:16.218Z","dvllkbw16b","[ERROR] [TASK] [250768] [Get documents] execution failed: not primary and secondaryOk=false"
"2022-11-17T14:06:16.718Z","dvllkbw16b","[ERROR] [TASK] [250769] [Get documents] execution failed: not primary and secondaryOk=false"
"2022-11-17T14:06:16.285Z","dvllkbw16b","[TASK] [250828] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:11.782Z","dvllkbw16b","[TASK] [250819] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:12.282Z","dvllkbw16b","[TASK] [250820] [Get documents] Start execution while MongoDB is not connected"
"2022-11-17T14:06:22.224Z","dvllkbw16b","[WARN] MongoDB had a server selection error but is now connected"
"2022-11-17T14:06:22.725Z","dvllkbw16b","[WARN] MongoDB had a server selection error but is now connected"
"2022-11-17T14:03:45.313Z","dvllkbw16b","[TASK] [250527] [Get documents] Elapsed time: 344 ms (slow task) for 4 docs"
"2022-11-17T14:05:33.242Z","dvllkbw16b","[EVENT] [topologyDescriptionChanged] ReplicaSetWithPrimary"
"2022-11-17T14:05:33.223Z","dvllkbw16b","[EVENT] [serverDescriptionChanged] [dvllmg01b] RSPrimary"
"2022-11-17T14:05:33.223Z","dvllkbw16b","[EVENT] [topologyDescriptionChanged] ReplicaSetWithPrimary"
"2022-11-17T14:05:33.242Z","dvllkbw16b","[EVENT] [serverDescriptionChanged] [dvllmg01c] RSSecondary"
"2022-11-17T14:05:43.675Z","dvllkbw16b","[EVENT] [serverDescriptionChanged] [dvllmg01b] RSPrimary --> RSSecondary"
"2022-11-17T14:05:43.675Z","dvllkbw16b","[EVENT] [topologyDescriptionChanged] ReplicaSetWithPrimary --> ReplicaSetNoPrimary"
"2022-11-17T14:05:43.675Z","dvllkbw16b","[INFO] Disconnected from MongoDB server"
"2022-11-17T14:05:43.725Z","dvllkbw16b","[EVENT] [serverDescriptionChanged] [dvllmg01b] RSSecondary"
"2022-11-17T14:05:43.725Z","dvllkbw16b","[EVENT] [topologyDescriptionChanged] ReplicaSetNoPrimary"
"2022-11-17T14:05:43.725Z","dvllkbw16b","[EVENT] [serverDescriptionChanged] [dvllmg01c] RSSecondary"
"2022-11-17T14:05:43.725Z","dvllkbw16b","[EVENT] [topologyDescriptionChanged] ReplicaSetNoPrimary"
"2022-11-17T14:03:44.752Z","dvllkbw16b","[TASK] [250526] [Get documents] Elapsed time: 283 ms (slow task) for 4 docs"
"2022-11-17T14:04:26.490Z","dvllkbw16b","[TASK] [250608] [Get documents] Elapsed time: 180 ms (slow task) for 4 docs"
"2022-11-17T14:04:20.930Z","dvllkbw16b","[TASK] [250597] [Get documents] Elapsed time: 567 ms (slow task) for 4 docs"
"2022-11-17T14:04:21.566Z","dvllkbw16b","[TASK] [250599] [Get documents] Elapsed time: 202 ms (slow task) for 4 docs"
"2022-11-17T14:02:28.263Z","dvllkbw16b","[TASK] [250374] [Get documents] Elapsed time: 120 ms (slow task) for 4 docs"
"2022-11-17T14:00:08.719Z","dvllkbw16b","[TASK] [250095] [Get documents] Elapsed time: 561 ms (slow task) for 4 docs"
"2022-11-17T14:00:09.367Z","dvllkbw16b","[TASK] [250097] [Get documents] Elapsed time: 206 ms (slow task) for 4 docs"
"2022-11-17T14:00:46.236Z","dvllkbw16b","[TASK] [250170] [Get documents] Elapsed time: 518 ms (slow task) for 4 docs"
"2022-11-17T14:00:58.737Z","dvllkbw16b","[TASK] [250195] [Get documents] Elapsed time: 496 ms (slow task) for 4 docs"
"2022-11-17T14:00:57.944Z","dvllkbw16b","[TASK] [250193] [Get documents] Elapsed time: 702 ms (slow task) for 4 docs"
"2022-11-17T14:00:59.638Z","dvllkbw16b","[TASK] [250197] [Get documents] Elapsed time: 352 ms (slow task) for 4 docs"
"2022-11-17T14:01:21.924Z","dvllkbw16b","[TASK] [250241] [Get documents] Elapsed time: 414 ms (slow task) for 4 docs"
"2022-11-17T14:01:32.162Z","dvllkbw16b","[TASK] [250262] [Get documents] Elapsed time: 138 ms (slow task) for 4 docs"
"2022-11-17T14:02:14.356Z","dvllkbw16b","[TASK] [250346] [Get documents] Elapsed time: 228 ms (slow task) for 4 docs"
"2022-11-17T14:02:58.770Z","dvllkbw16b","[TASK] [250433] [Get documents] Elapsed time: 268 ms (slow task) for 4 docs"
"2022-11-17T14:02:51.387Z","dvllkbw16b","[TASK] [250420] [Get documents] Elapsed time: 118 ms (slow task) for 4 docs"
"2022-11-17T14:00:42.110Z","dvllkbw16b","[TASK] [250162] [Get documents] Elapsed time: 302 ms (slow task) for 4 docs"
"2022-11-17T14:02:39.367Z","dvllkbw16b","[TASK] [250396] [Get documents] Elapsed time: 111 ms (slow task) for 4 docs"
